,Date,Total
1247,01/09/2013,384
1248,01/10/2013,335
1249,01/11/2013,315
1250,01/12/2013,62
1251,01/14/2013,411
1252,01/15/2013,323
1253,01/16/2013,311
1254,01/17/2013,301
1255,01/18/2013,370
1256,01/19/2013,43
1257,01/21/2013,389
1258,01/22/2013,311
1259,01/23/2013,306
1260,01/24/2013,357
1261,01/25/2013,316
1262,01/26/2013,53
1263,01/28/2013,457
1264,01/29/2013,350
1265,01/30/2013,323
1266,01/31/2013,361
1267,02/01/2013,385
1268,02/02/2013,74
1269,02/04/2013,485
1270,02/05/2013,384
1271,02/06/2013,330
1272,02/07/2013,326
1273,02/08/2013,321
1274,02/09/2013,36
1275,02/11/2013,412
1276,02/12/2013,315
1277,02/13/2013,337
1278,02/14/2013,283
1279,02/15/2013,359
1280,02/16/2013,39
1281,02/18/2013,478
1282,02/19/2013,353
1283,02/20/2013,324
1284,02/21/2013,389
1285,02/22/2013,315
1286,02/23/2013,42
1287,02/25/2013,465
1288,02/26/2013,381
1289,02/27/2013,346
1290,02/28/2013,365
1291,03/01/2013,368
1292,03/02/2013,48
1293,03/03/2013,3
1294,03/04/2013,515
1295,03/05/2013,296
1296,03/06/2013,389
1297,03/07/2013,333
1298,03/08/2013,349
1299,03/09/2013,51
1300,03/11/2013,409
1301,03/12/2013,325
1302,03/13/2013,331
1303,03/14/2013,324
1304,03/15/2013,276
1305,03/16/2013,52
1306,03/18/2013,400
1307,03/19/2013,331
1308,03/20/2013,312
1309,03/21/2013,339
1310,03/22/2013,341
1311,03/23/2013,48
1312,03/24/2013,2
1313,03/25/2013,449
1314,03/26/2013,383
1315,03/27/2013,348
1316,03/28/2013,269
1317,03/29/2013,285
1318,03/30/2013,41
1319,04/01/2013,444
1320,04/02/2013,374
1321,04/03/2013,343
1322,04/04/2013,339
1323,04/05/2013,350
1324,04/06/2013,39
1325,04/08/2013,441
1326,04/09/2013,322
1327,04/10/2013,330
1328,04/11/2013,311
1329,04/12/2013,329
1330,04/13/2013,48
1331,04/15/2013,418
1332,04/16/2013,405
1333,04/17/2013,332
1334,04/18/2013,281
1335,04/19/2013,308
1336,04/20/2013,26
1337,04/22/2013,498
1338,04/23/2013,398
1339,04/24/2013,315
1340,04/25/2013,324
1341,04/26/2013,296
1342,04/27/2013,36
1343,04/29/2013,435
1344,04/30/2013,351
1345,05/01/2013,335
1346,05/02/2013,301
1347,05/03/2013,389
1348,05/04/2013,56
1349,05/06/2013,432
1350,05/07/2013,328
1351,05/08/2013,347
1352,05/09/2013,301
1353,05/10/2013,345
1354,05/11/2013,47
1355,05/13/2013,419
1356,05/14/2013,302
1357,05/15/2013,291
1358,05/16/2013,295
1359,05/17/2013,273
1360,05/18/2013,34
1361,05/20/2013,466
1362,05/21/2013,355
1363,05/22/2013,326
1364,05/23/2013,354
1365,05/24/2013,328
1366,05/25/2013,62
1367,05/28/2013,505
1368,05/29/2013,360
1369,05/30/2013,339
1370,05/31/2013,313
1371,06/01/2013,82
1372,06/02/2013,4
1373,06/03/2013,515
1374,06/04/2013,369
1375,06/05/2013,342
1376,06/06/2013,346
1377,06/07/2013,317
1378,06/08/2013,44
1379,06/10/2013,426
1380,06/11/2013,339
1381,06/12/2013,310
1382,06/13/2013,300
1383,06/14/2013,311
1384,06/15/2013,56
1385,06/17/2013,394
1386,06/18/2013,326
1387,06/19/2013,320
1388,06/20/2013,297
1389,06/21/2013,346
1390,06/22/2013,41
1391,06/24/2013,443
1392,06/25/2013,347
1393,06/26/2013,270
1394,06/27/2013,360
1395,06/28/2013,328
1396,06/29/2013,77
1397,06/30/2013,1
1398,07/01/2013,468
1399,07/02/2013,361
1400,07/03/2013,360
1401,07/05/2013,345
1402,07/06/2013,42
1403,07/08/2013,517
1404,07/09/2013,325
1405,07/10/2013,332
1406,07/11/2013,275
1407,07/12/2013,289
1408,07/13/2013,65
1409,07/15/2013,406
1410,07/16/2013,340
1411,07/17/2013,339
1412,07/18/2013,353
1413,07/19/2013,247
1414,07/20/2013,45
1415,07/22/2013,425
1416,07/23/2013,290
1417,07/24/2013,348
1418,07/25/2013,315
1419,07/26/2013,262
1420,07/27/2013,47
1421,07/29/2013,430
1422,07/30/2013,354
1423,07/31/2013,295
1424,08/01/2013,326
1425,08/02/2013,331
1426,08/03/2013,39
1427,08/05/2013,443
1428,08/06/2013,296
1429,08/07/2013,262
1430,08/08/2013,313
1431,08/09/2013,215
1432,08/10/2013,46
1433,08/12/2013,400
1434,08/13/2013,329
1435,08/14/2013,321
1436,08/15/2013,347
1437,08/16/2013,265
1438,08/17/2013,45
1439,08/19/2013,390
1440,08/20/2013,318
1441,08/21/2013,320
1442,08/22/2013,294
1443,08/23/2013,312
1444,08/24/2013,27
1445,08/26/2013,465
1446,08/27/2013,377
1447,08/28/2013,338
1448,08/29/2013,316
1449,08/30/2013,323
1450,08/31/2013,47
1451,09/02/2013,2
1452,09/03/2013,473
1453,09/04/2013,355
1454,09/05/2013,345
1455,09/06/2013,315
1456,09/07/2013,27
1457,09/09/2013,438
1458,09/10/2013,341
1459,09/11/2013,282
1460,09/12/2013,284
1461,09/13/2013,322
1462,09/14/2013,59
1463,09/16/2013,433
1464,09/17/2013,414
1465,09/18/2013,308
1466,09/19/2013,336
1467,09/20/2013,315
1468,09/21/2013,41
1469,09/23/2013,471
1470,09/24/2013,318
1471,09/25/2013,308
1472,09/26/2013,262
1473,09/27/2013,320
1474,09/28/2013,44
1475,09/30/2013,441
1476,10/01/2013,323
1477,10/02/2013,278
1478,10/03/2013,301
1479,10/04/2013,338
1480,10/05/2013,55
1481,10/07/2013,406
1482,10/08/2013,329
1483,10/09/2013,309
1484,10/10/2013,286
1485,10/11/2013,249
1486,10/12/2013,59
1487,10/14/2013,413
1488,10/15/2013,318
1489,10/16/2013,281
1490,10/17/2013,286
1491,10/18/2013,311
1492,10/19/2013,59
1493,10/21/2013,515
1494,10/22/2013,361
1495,10/23/2013,270
1496,10/24/2013,299
1497,10/25/2013,315
1498,10/26/2013,54
1499,10/28/2013,393
1500,10/29/2013,306
1501,10/30/2013,332
1502,10/31/2013,314
1503,11/01/2013,346
1504,11/02/2013,45
1505,11/04/2013,421
1506,11/05/2013,331
1507,11/06/2013,303
1508,11/07/2013,259
1509,11/08/2013,322
1510,11/09/2013,43
1511,11/11/2013,440
1512,11/12/2013,344
1513,11/13/2013,292
1514,11/14/2013,313
1515,11/15/2013,310
1516,11/16/2013,57
1517,11/18/2013,450
1518,11/19/2013,355
1519,11/20/2013,302
1520,11/21/2013,324
1521,11/22/2013,318
1522,11/23/2013,40
1523,11/25/2013,496
1524,11/26/2013,335
1525,11/27/2013,347
1526,11/29/2013,300
1527,11/30/2013,55
1528,12/02/2013,497
1529,12/03/2013,376
1530,12/04/2013,309
1531,12/05/2013,317
1532,12/06/2013,284
1533,12/07/2013,38
1534,12/09/2013,407
1535,12/10/2013,395
1536,12/11/2013,341
1537,12/12/2013,292
1538,12/13/2013,358
1539,12/14/2013,35
1540,12/16/2013,440
1541,12/17/2013,331
1542,12/18/2013,361
1543,12/19/2013,383
1544,12/20/2013,345
1545,12/21/2013,64
1546,12/23/2013,472
1547,12/24/2013,170
1548,12/26/2013,442
1549,12/27/2013,339
1550,12/28/2013,60
1551,12/30/2013,522
1552,12/31/2013,406
1553,01/01/2014,1
1554,01/02/2014,434
1555,01/03/2014,375
1556,01/04/2014,71
1557,01/06/2014,406
1558,01/07/2014,327
1559,01/08/2014,320
1560,01/09/2014,374
1561,01/10/2014,317
1562,01/11/2014,41
1563,01/13/2014,411
1564,01/14/2014,307
1565,01/15/2014,311
1566,01/16/2014,356
1567,01/17/2014,370
1568,01/18/2014,41
1569,01/20/2014,432
1570,01/21/2014,294
1571,01/22/2014,263
1572,01/23/2014,296
1573,01/24/2014,291
1574,01/25/2014,36
1575,01/27/2014,314
1576,01/28/2014,345
1577,01/29/2014,319
1578,01/30/2014,322
1579,01/31/2014,342
1580,02/01/2014,44
1581,02/03/2014,478
1582,02/04/2014,330
1583,02/05/2014,275
1584,02/06/2014,261
1585,02/07/2014,258
1586,02/08/2014,45
1587,02/10/2014,401
1588,02/11/2014,262
1589,02/12/2014,341
1590,02/13/2014,304
1591,02/14/2014,305
1592,02/15/2014,51
1593,02/17/2014,403
1594,02/18/2014,348
1595,02/19/2014,278
1596,02/20/2014,293
1597,02/21/2014,241
1598,02/22/2014,41
1599,02/24/2014,377
1600,02/25/2014,301
1601,02/26/2014,309
1602,02/27/2014,296
1603,02/28/2014,321
1604,03/01/2014,58
1605,03/03/2014,473
1606,03/04/2014,341
1607,03/05/2014,242
1608,03/06/2014,280
1609,03/07/2014,282
1610,03/08/2014,59
1611,03/10/2014,326
1612,03/11/2014,364
1613,03/12/2014,350
1614,03/13/2014,287
1615,03/14/2014,326
1616,03/15/2014,41
1617,03/16/2014,1
1618,03/17/2014,335
1619,03/18/2014,282
1620,03/19/2014,245
1621,03/20/2014,255
1622,03/21/2014,289
1623,03/22/2014,51
1624,03/24/2014,442
1625,03/25/2014,275
1626,03/26/2014,298
1627,03/27/2014,302
1628,03/28/2014,315
1629,03/29/2014,65
1630,03/31/2014,375
1631,04/01/2014,298
1632,04/02/2014,270
1633,04/03/2014,274
1634,04/04/2014,277
1635,04/05/2014,55
1636,04/07/2014,425
1637,04/08/2014,268
1638,04/09/2014,308
1639,04/10/2014,256
1640,04/11/2014,295
1641,04/12/2014,35
1642,04/14/2014,394
1643,04/15/2014,342
1644,04/16/2014,300
1645,04/17/2014,325
1646,04/18/2014,294
1647,04/19/2014,34
1648,04/20/2014,2
1649,04/21/2014,382
1650,04/22/2014,350
1651,04/23/2014,236
1652,04/24/2014,240
1653,04/25/2014,261
1654,04/26/2014,35
1655,04/28/2014,387
1656,04/29/2014,306
1657,04/30/2014,292
1658,05/01/2014,302
1659,05/02/2014,330
1660,05/03/2014,47
1661,05/05/2014,377
1662,05/06/2014,323
1663,05/07/2014,306
1664,05/08/2014,293
1665,05/09/2014,280
1666,05/10/2014,68
1667,05/12/2014,385
1668,05/13/2014,311
1669,05/14/2014,261
1670,05/15/2014,321
1671,05/16/2014,274
1672,05/17/2014,52
1673,05/19/2014,355
1674,05/20/2014,343
1675,05/21/2014,268
1676,05/22/2014,301
1677,05/23/2014,271
1678,05/24/2014,78
1679,05/27/2014,500
1680,05/28/2014,313
1681,05/29/2014,305
1682,05/30/2014,296
1683,05/31/2014,24
1684,06/02/2014,429
1685,06/03/2014,319
1686,06/04/2014,288
1687,06/05/2014,243
1688,06/06/2014,235
1689,06/07/2014,62
1690,06/09/2014,331
1691,06/10/2014,280
1692,06/11/2014,290
1693,06/12/2014,266
1694,06/13/2014,262
1695,06/14/2014,56
1696,06/16/2014,366
1697,06/17/2014,292
1698,06/18/2014,293
1699,06/19/2014,269
1700,06/20/2014,281
1701,06/21/2014,36
1702,06/23/2014,404
1703,06/24/2014,264
1704,06/25/2014,318
1705,06/26/2014,275
1706,06/27/2014,269
1707,06/28/2014,50
1708,06/30/2014,373
1709,07/01/2014,319
1710,07/02/2014,313
1711,07/03/2014,279
1712,07/04/2014,2
1713,07/05/2014,55
1714,07/07/2014,459
1715,07/08/2014,303
1716,07/09/2014,262
1717,07/10/2014,293
1718,07/11/2014,265
1719,07/12/2014,27
1720,07/14/2014,330
1721,07/15/2014,279
1722,07/16/2014,274
1723,07/17/2014,246
1724,07/18/2014,291
1725,07/19/2014,54
1726,07/21/2014,321
1727,07/22/2014,301
1728,07/23/2014,303
1729,07/24/2014,283
1730,07/25/2014,254
1731,07/26/2014,44
1732,07/28/2014,401
1733,07/29/2014,293
1734,07/30/2014,252
1735,07/31/2014,329
1736,08/01/2014,302
1737,08/02/2014,45
1738,08/04/2014,343
1739,08/05/2014,254
1740,08/06/2014,272
1741,08/07/2014,266
1742,08/08/2014,264
1743,08/09/2014,56
1744,08/11/2014,389
1745,08/12/2014,314
1746,08/13/2014,309
1747,08/14/2014,229
1748,08/15/2014,243
1749,08/16/2014,46
1750,08/18/2014,356
1751,08/19/2014,289
1752,08/20/2014,306
1753,08/21/2014,253
1754,08/22/2014,261
1755,08/23/2014,58
1756,08/25/2014,370
1757,08/26/2014,294
1758,08/27/2014,290
1759,08/28/2014,298
1760,08/29/2014,249
1761,08/30/2014,43
1762,09/02/2014,366
1763,09/03/2014,368
1764,09/04/2014,293
1765,09/05/2014,281
1766,09/06/2014,57
1767,09/08/2014,389
1768,09/09/2014,318
1769,09/10/2014,208
1770,09/11/2014,244
1771,09/12/2014,305
1772,09/13/2014,52
1773,09/15/2014,350
1774,09/16/2014,312
1775,09/17/2014,292
1776,09/18/2014,293
1777,09/19/2014,327
1778,09/20/2014,49
1779,09/22/2014,364
1780,09/23/2014,288
1781,09/24/2014,289
1782,09/25/2014,330
1783,09/26/2014,259
1784,09/27/2014,36
1785,09/28/2014,1
1786,09/29/2014,399
1787,09/30/2014,328
1788,10/01/2014,371
1789,10/02/2014,289
1790,10/03/2014,341
1791,10/04/2014,75
1792,10/05/2014,1
1793,10/06/2014,344
1794,10/07/2014,284
1795,10/08/2014,267
1796,10/09/2014,307
1797,10/10/2014,312
1798,10/11/2014,53
1799,10/12/2014,1
1800,10/13/2014,400
1801,10/14/2014,336
1802,10/15/2014,274
1803,10/16/2014,313
1804,10/17/2014,324
1805,10/18/2014,37
1806,10/20/2014,352
1807,10/21/2014,295
1808,10/22/2014,278
1809,10/23/2014,298
1810,10/24/2014,283
1811,10/25/2014,26
1812,10/27/2014,402
1813,10/28/2014,322
1814,10/29/2014,270
1815,10/30/2014,412
1816,10/31/2014,332
1817,11/01/2014,36
1818,11/03/2014,364
1819,11/04/2014,301
1820,11/05/2014,286
1821,11/06/2014,315
1822,11/07/2014,296
1823,11/08/2014,33
1824,11/10/2014,379
1825,11/11/2014,270
1826,11/12/2014,311
1827,11/13/2014,269
1828,11/14/2014,299
1829,11/15/2014,38
1830,11/16/2014,2
1831,11/17/2014,438
1832,11/18/2014,303
1833,11/19/2014,288
1834,11/20/2014,299
1835,11/21/2014,335
1836,11/22/2014,46
1837,11/24/2014,401
1838,11/25/2014,324
1839,11/26/2014,316
1840,11/28/2014,282
1841,11/29/2014,45
1842,12/01/2014,497
1843,12/02/2014,382
1844,12/03/2014,348
1845,12/04/2014,339
1846,12/05/2014,344
1847,12/06/2014,45
1848,12/08/2014,442
1849,12/09/2014,306
1850,12/10/2014,275
1851,12/11/2014,241
1852,12/12/2014,325
1853,12/13/2014,48
1854,12/15/2014,360
1855,12/16/2014,296
1856,12/17/2014,302
1857,12/18/2014,295
1858,12/19/2014,316
1859,12/20/2014,69
1860,12/22/2014,420
1861,12/23/2014,257
1862,12/24/2014,160
1863,12/26/2014,360
1864,12/27/2014,34
1865,12/29/2014,492
1866,12/30/2014,396
1867,12/31/2014,340
1868,01/02/2015,441
1869,01/03/2015,51
1870,01/05/2015,456
1871,01/06/2015,351
1872,01/07/2015,325
1873,01/08/2015,292
1874,01/09/2015,333
1875,01/10/2015,28
1876,01/12/2015,408
1877,01/13/2015,346
1878,01/14/2015,293
1879,01/15/2015,271
1880,01/16/2015,296
1881,01/17/2015,60
1882,01/19/2015,395
1883,01/20/2015,285
1884,01/21/2015,243
1885,01/22/2015,242
1886,01/23/2015,290
1887,01/24/2015,33
1888,01/26/2015,343
1889,01/27/2015,326
1890,01/28/2015,280
1891,01/29/2015,278
1892,01/30/2015,356
1893,01/31/2015,40
1894,02/02/2015,392
1895,02/03/2015,354
1896,02/04/2015,316
1897,02/05/2015,260
1898,02/06/2015,277
1899,02/07/2015,68
1900,02/09/2015,386
1901,02/10/2015,285
1902,02/11/2015,251
1903,02/12/2015,251
1904,02/13/2015,316
1905,02/14/2015,39
1906,02/16/2015,391
1907,02/17/2015,298
1908,02/18/2015,226
1909,02/19/2015,298
1910,02/20/2015,326
1911,02/21/2015,69
1912,02/23/2015,383
1913,02/24/2015,352
1914,02/25/2015,261
1915,02/26/2015,306
1916,02/27/2015,274
1917,02/28/2015,48
1918,03/02/2015,441
1919,03/03/2015,419
1920,03/04/2015,285
1921,03/05/2015,303
1922,03/06/2015,256
1923,03/07/2015,21
1924,03/09/2015,394
1925,03/10/2015,319
1926,03/11/2015,314
1927,03/12/2015,251
1928,03/13/2015,276
1929,03/14/2015,51
1930,03/16/2015,360
1931,03/17/2015,261
1932,03/18/2015,349
1933,03/19/2015,272
1934,03/20/2015,300
1935,03/21/2015,41
1936,03/23/2015,378
1937,03/24/2015,287
1938,03/25/2015,256
1939,03/26/2015,249
1940,03/27/2015,229
1941,03/28/2015,29
1942,03/30/2015,369
1943,03/31/2015,335
1944,04/01/2015,358
1945,04/02/2015,292
1946,04/03/2015,276
1947,04/04/2015,50
1948,04/06/2015,383
1949,04/07/2015,271
1950,04/08/2015,298
1951,04/09/2015,303
1952,04/10/2015,311
1953,04/11/2015,48
1954,04/13/2015,340
1955,04/14/2015,245
1956,04/15/2015,266
1957,04/16/2015,262
1958,04/17/2015,267
1959,04/18/2015,44
1960,04/20/2015,384
1961,04/21/2015,282
1962,04/22/2015,269
1963,04/23/2015,270
1964,04/24/2015,267
1965,04/25/2015,52
1966,04/27/2015,320
1967,04/28/2015,344
1968,04/29/2015,270
1969,04/30/2015,321
1970,05/01/2015,308
1971,05/02/2015,59
1972,05/04/2015,360
1973,05/05/2015,297
1974,05/06/2015,280
1975,05/07/2015,270
1976,05/08/2015,268
1977,05/09/2015,43
1978,05/11/2015,375
1979,05/12/2015,325
1980,05/13/2015,268
1981,05/14/2015,225
1982,05/15/2015,227
1983,05/16/2015,50
1984,05/18/2015,358
1985,05/19/2015,333
1986,05/20/2015,290
1987,05/21/2015,281
1988,05/22/2015,294
1989,05/23/2015,39
1990,05/26/2015,463
1991,05/27/2015,334
1992,05/28/2015,344
1993,05/29/2015,298
1994,05/30/2015,51
1995,06/01/2015,394
1996,06/02/2015,300
1997,06/03/2015,299
1998,06/04/2015,259
1999,06/05/2015,272
2000,06/06/2015,47
2001,06/08/2015,406
2002,06/09/2015,321
2003,06/10/2015,276
2004,06/11/2015,247
2005,06/12/2015,232
2006,06/13/2015,35
2007,06/15/2015,365
2008,06/16/2015,269
2009,06/17/2015,240
2010,06/18/2015,245
2011,06/19/2015,253
2012,06/20/2015,49
2013,06/22/2015,278
2014,06/23/2015,303
2015,06/24/2015,320
2016,06/25/2015,296
2017,06/26/2015,213
2018,06/27/2015,43
2019,06/29/2015,423
2020,06/30/2015,301
2021,07/01/2015,381
2022,07/02/2015,334
2023,07/03/2015,97
2024,07/06/2015,288
2025,07/07/2015,321
2026,07/08/2015,285
2027,07/09/2015,291
2028,07/10/2015,265
2029,07/11/2015,51
2030,07/13/2015,417
2031,07/14/2015,284
2032,07/15/2015,247
2033,07/16/2015,268
2034,07/17/2015,270
2035,07/18/2015,25
2036,07/20/2015,369
2037,07/21/2015,334
2038,07/22/2015,339
2039,07/23/2015,247
2040,07/24/2015,269
2041,07/25/2015,45
2042,07/27/2015,369
2043,07/28/2015,285
2044,07/29/2015,353
2045,07/30/2015,285
2046,07/31/2015,247
2047,08/01/2015,32
2048,08/03/2015,423
2049,08/04/2015,251
2050,08/05/2015,330
2051,08/06/2015,263
2052,08/07/2015,314
2053,08/08/2015,28
2054,08/10/2015,387
2055,08/11/2015,311
2056,08/12/2015,312
2057,08/13/2015,278
2058,08/14/2015,291
2059,08/15/2015,41
2060,08/17/2015,333
2061,08/18/2015,252
2062,08/19/2015,279
2063,08/20/2015,261
2064,08/21/2015,298
2065,08/22/2015,56
2066,08/24/2015,408
2067,08/25/2015,274
2068,08/26/2015,257
2069,08/27/2015,326
2070,08/28/2015,270
2071,08/29/2015,42
2072,08/30/2015,2
2073,08/31/2015,374
2074,09/01/2015,295
2075,09/02/2015,307
2076,09/03/2015,366
2077,09/04/2015,320
2078,09/05/2015,49
2079,09/08/2015,442
2080,09/09/2015,370
2081,09/10/2015,287
2082,09/11/2015,289
2083,09/12/2015,41
2084,09/14/2015,338
2085,09/15/2015,284
2086,09/16/2015,297
2087,09/17/2015,316
2088,09/18/2015,291
2089,09/19/2015,49
2090,09/21/2015,352
2091,09/22/2015,331
2092,09/23/2015,288
2093,09/24/2015,297
2094,09/25/2015,279
2095,09/26/2015,44
2096,09/28/2015,357
2097,09/29/2015,307
2098,09/30/2015,303
2099,10/01/2015,290
2100,10/02/2015,285
2101,10/03/2015,50
2102,10/05/2015,382
2103,10/06/2015,279
2104,10/07/2015,281
2105,10/08/2015,286
2106,10/09/2015,298
2107,10/10/2015,44
2108,10/12/2015,368
2109,10/13/2015,349
2110,10/14/2015,348
2111,10/15/2015,308
2112,10/16/2015,307
2113,10/17/2015,43
2114,10/18/2015,3
2115,10/19/2015,364
2116,10/20/2015,315
2117,10/21/2015,382
2118,10/22/2015,321
2119,10/23/2015,230
2120,10/24/2015,26
2121,10/26/2015,328
2122,10/27/2015,317
2123,10/28/2015,278
2124,10/29/2015,335
2125,10/30/2015,340
2126,10/31/2015,45
2127,11/02/2015,399
2128,11/03/2015,302
2129,11/04/2015,250
2130,11/05/2015,332
2131,11/06/2015,288
2132,11/07/2015,48
2133,11/09/2015,447
2134,11/10/2015,272
2135,11/11/2015,329
2136,11/12/2015,248
2137,11/13/2015,294
2138,11/14/2015,57
2139,11/16/2015,414
2140,11/17/2015,361
2141,11/18/2015,294
2142,11/19/2015,316
2143,11/20/2015,291
2144,11/21/2015,43
2145,11/23/2015,384
2146,11/24/2015,320
2147,11/25/2015,328
2148,11/26/2015,5
2149,11/27/2015,279
2150,11/28/2015,43
2151,11/30/2015,417
2152,12/01/2015,318
2153,12/02/2015,359
2154,12/03/2015,291
2155,12/04/2015,328
2156,12/05/2015,45
2157,12/07/2015,356
2158,12/08/2015,315
2159,12/09/2015,316
2160,12/10/2015,281
2161,12/11/2015,281
2162,12/12/2015,61
2163,12/14/2015,409
2164,12/15/2015,313
2165,12/16/2015,352
2166,12/17/2015,313
2167,12/18/2015,327
2168,12/19/2015,51
2169,12/21/2015,483
2170,12/22/2015,320
2171,12/23/2015,280
2172,12/24/2015,222
2173,12/26/2015,70
2174,12/27/2015,2
2175,12/28/2015,480
2176,12/29/2015,322
2177,12/30/2015,313
2178,12/31/2015,270
2179,01/02/2016,50
2180,01/04/2016,483
2181,01/05/2016,323
2182,01/06/2016,292
2183,01/07/2016,284
2184,01/08/2016,285
2185,01/09/2016,49
2186,01/11/2016,414
2187,01/12/2016,276
2188,01/13/2016,288
2189,01/14/2016,299
2190,01/15/2016,272
2191,01/16/2016,44
2192,01/18/2016,405
2193,01/19/2016,289
2194,01/20/2016,261
2195,01/21/2016,250
2196,01/22/2016,247
2197,01/23/2016,64
2198,01/25/2016,334
2199,01/26/2016,284
2200,01/27/2016,285
2201,01/28/2016,292
2202,01/29/2016,293
2203,01/30/2016,47
2204,02/01/2016,373
2205,02/02/2016,233
2206,02/03/2016,292
2207,02/04/2016,327
2208,02/05/2016,272
2209,02/06/2016,41
2210,02/08/2016,351
2211,02/09/2016,323
2212,02/10/2016,268
2213,02/11/2016,268
2214,02/12/2016,274
2215,02/13/2016,38
2216,02/15/2016,376
2217,02/16/2016,284
2218,02/17/2016,311
2219,02/18/2016,285
2220,02/19/2016,285
2221,02/20/2016,46
2222,02/22/2016,400
2223,02/23/2016,263
2224,02/24/2016,286
2225,02/25/2016,251
2226,02/26/2016,265
2227,02/27/2016,63
2228,02/29/2016,457
2229,03/01/2016,322
2230,03/02/2016,287
2231,03/03/2016,272
2232,03/04/2016,342
2233,03/05/2016,33
2234,03/06/2016,5
2235,03/07/2016,406
2236,03/08/2016,277
2237,03/09/2016,313
2238,03/10/2016,253
2239,03/11/2016,256
2240,03/12/2016,58
2241,03/14/2016,397
2242,03/15/2016,282
2243,03/16/2016,234
2244,03/17/2016,302
2245,03/18/2016,287
2246,03/19/2016,25
2247,03/21/2016,380
2248,03/22/2016,265
2249,03/23/2016,242
2250,03/24/2016,221
2251,03/25/2016,225
2252,03/26/2016,52
2253,03/28/2016,384
2254,03/29/2016,333
2255,03/30/2016,303
2256,03/31/2016,286
2257,04/01/2016,231
2258,04/02/2016,50
2259,04/04/2016,380
2260,04/05/2016,335
2261,04/06/2016,301
2262,04/07/2016,285
2263,04/08/2016,277
2264,04/09/2016,56
2265,04/11/2016,384
2266,04/12/2016,281
2267,04/13/2016,315
2268,04/14/2016,260
2269,04/15/2016,258
2270,04/16/2016,40
2271,04/18/2016,360
2272,04/19/2016,274
2273,04/20/2016,264
2274,04/21/2016,297
2275,04/22/2016,264
2276,04/23/2016,63
2277,04/24/2016,2
2278,04/25/2016,397
2279,04/26/2016,311
2280,04/27/2016,276
2281,04/28/2016,293
2282,04/29/2016,285
2283,04/30/2016,37
2284,05/02/2016,425
2285,05/03/2016,304
2286,05/04/2016,316
2287,05/05/2016,342
2288,05/06/2016,242
2289,05/07/2016,50
2290,05/09/2016,406
2291,05/10/2016,241
2292,05/11/2016,294
2293,05/12/2016,313
2294,05/13/2016,277
2295,05/14/2016,36
2296,05/15/2016,4
2297,05/16/2016,388
2298,05/17/2016,261
2299,05/18/2016,324
2300,05/19/2016,290
2301,05/20/2016,259
2302,05/21/2016,45
2303,05/22/2016,5
2304,05/23/2016,360
2305,05/24/2016,275
2306,05/25/2016,295
2307,05/26/2016,311
2308,05/27/2016,299
2309,05/28/2016,55
2310,05/29/2016,7
2311,05/31/2016,399
2312,06/01/2016,374
2313,06/02/2016,343
2314,06/03/2016,277
2315,06/04/2016,54
2316,06/06/2016,435
2317,06/07/2016,310
2318,06/08/2016,299
2319,06/09/2016,284
2320,06/10/2016,335
2321,06/11/2016,26
2322,06/13/2016,346
2323,06/14/2016,301
2324,06/15/2016,278
2325,06/16/2016,257
2326,06/17/2016,239
2327,06/18/2016,36
2328,06/19/2016,6
2329,06/20/2016,378
2330,06/21/2016,321
2331,06/22/2016,278
2332,06/23/2016,248
2333,06/24/2016,296
2334,06/25/2016,49
2335,06/27/2016,379
2336,06/28/2016,285
2337,06/29/2016,320
2338,06/30/2016,327
2339,07/01/2016,364
2340,07/02/2016,30
2341,07/05/2016,412
2342,07/06/2016,317
2343,07/07/2016,249
2344,07/08/2016,301
2345,07/09/2016,47
2346,07/10/2016,2
2347,07/11/2016,372
2348,07/12/2016,276
2349,07/13/2016,336
2350,07/14/2016,319
2351,07/15/2016,254
2352,07/16/2016,32
2353,07/18/2016,328
2354,07/19/2016,268
2355,07/20/2016,292
2356,07/21/2016,263
2357,07/22/2016,327
2358,07/23/2016,37
2359,07/25/2016,361
2360,07/26/2016,346
2361,07/27/2016,266
2362,07/28/2016,267
2363,07/29/2016,271
2364,07/30/2016,34
2365,08/01/2016,365
2366,08/02/2016,333
2367,08/03/2016,307
2368,08/04/2016,289
2369,08/05/2016,303
2370,08/06/2016,50
2371,08/08/2016,378
2372,08/09/2016,228
2373,08/10/2016,257
2374,08/11/2016,259
2375,08/12/2016,315
2376,08/13/2016,38
2377,08/15/2016,388
2378,08/16/2016,274
2379,08/17/2016,303
2380,08/18/2016,241
2381,08/19/2016,283
2382,08/20/2016,30
2383,08/22/2016,377
2384,08/23/2016,340
2385,08/24/2016,259
2386,08/25/2016,283
2387,08/26/2016,270
2388,08/27/2016,40
2389,08/29/2016,347
2390,08/30/2016,334
2391,08/31/2016,287
2392,09/01/2016,329
2393,09/02/2016,317
2394,09/03/2016,50
2395,09/05/2016,2
2396,09/06/2016,468
2397,09/07/2016,322
2398,09/08/2016,339
2399,09/09/2016,313
2400,09/10/2016,39
2401,09/12/2016,420
2402,09/13/2016,322
2403,09/14/2016,318
2404,09/15/2016,273
2405,09/16/2016,335
2406,09/17/2016,44
2407,09/19/2016,359
2408,09/20/2016,306
2409,09/21/2016,268
2410,09/22/2016,257
2411,09/23/2016,286
2412,09/24/2016,32
