,Date,Total
1245,06/13/2012,372
1246,06/14/2012,371
1247,06/15/2012,331
1248,06/16/2012,135
1249,06/17/2012,147
1250,06/18/2012,466
1251,06/19/2012,359
1252,06/20/2012,351
1253,06/21/2012,327
1254,06/22/2012,333
1255,06/23/2012,146
1256,06/24/2012,119
1257,06/25/2012,507
1258,06/26/2012,430
1259,06/27/2012,401
1260,06/28/2012,341
1261,06/29/2012,378
1262,06/30/2012,186
1263,07/01/2012,139
1264,07/02/2012,501
1265,07/03/2012,360
1266,07/04/2012,93
1267,07/05/2012,445
1268,07/06/2012,370
1269,07/07/2012,160
1270,07/08/2012,125
1271,07/09/2012,430
1272,07/10/2012,332
1273,07/11/2012,369
1274,07/12/2012,409
1275,07/13/2012,355
1276,07/14/2012,142
1277,07/15/2012,165
1278,07/16/2012,461
1279,07/17/2012,365
1280,07/18/2012,319
1281,07/19/2012,327
1282,07/20/2012,331
1283,07/21/2012,173
1284,07/22/2012,118
1285,07/23/2012,525
1286,07/24/2012,361
1287,07/25/2012,396
1288,07/26/2012,363
1289,07/27/2012,344
1290,07/28/2012,120
1291,07/29/2012,137
1292,07/30/2012,448
1293,07/31/2012,385
1294,08/01/2012,400
1295,08/02/2012,358
1296,08/03/2012,334
1297,08/04/2012,119
1298,08/05/2012,102
1299,08/06/2012,451
1300,08/07/2012,354
1301,08/08/2012,350
1302,08/09/2012,267
1303,08/10/2012,349
1304,08/11/2012,184
1305,08/12/2012,152
1306,08/13/2012,458
1307,08/14/2012,358
1308,08/15/2012,389
1309,08/16/2012,349
1310,08/17/2012,328
1311,08/18/2012,103
1312,08/19/2012,184
1313,08/20/2012,413
1314,08/21/2012,364
1315,08/22/2012,397
1316,08/23/2012,422
1317,08/24/2012,339
1318,08/25/2012,171
1319,08/26/2012,147
1320,08/27/2012,494
1321,08/28/2012,381
1322,08/29/2012,378
1323,08/30/2012,382
1324,08/31/2012,394
1325,09/01/2012,175
1326,09/02/2012,112
1327,09/03/2012,141
1328,09/04/2012,503
1329,09/05/2012,386
1330,09/06/2012,409
1331,09/07/2012,384
1332,09/08/2012,183
1333,09/09/2012,114
1334,09/10/2012,410
1335,09/11/2012,354
1336,09/12/2012,318
1337,09/13/2012,388
1338,09/14/2012,350
1339,09/15/2012,138
1340,09/16/2012,153
1341,09/17/2012,399
1342,09/18/2012,338
1343,09/19/2012,384
1344,09/20/2012,371
1345,09/21/2012,356
1346,09/22/2012,151
1347,09/23/2012,171
1348,09/24/2012,467
1349,09/25/2012,396
1350,09/26/2012,409
1351,09/27/2012,397
1352,09/28/2012,384
1353,09/29/2012,169
1354,09/30/2012,151
1355,10/01/2012,517
1356,10/02/2012,414
1357,10/03/2012,352
1358,10/04/2012,340
1359,10/05/2012,346
1360,10/06/2012,111
1361,10/07/2012,131
1362,10/08/2012,429
1363,10/09/2012,348
1364,10/10/2012,403
1365,10/11/2012,319
1366,10/12/2012,359
1367,10/13/2012,182
1368,10/14/2012,133
1369,10/15/2012,440
1370,10/16/2012,365
1371,10/17/2012,420
1372,10/18/2012,349
1373,10/19/2012,315
1374,10/20/2012,161
1375,10/21/2012,111
1376,10/22/2012,482
1377,10/23/2012,404
1378,10/24/2012,335
1379,10/25/2012,329
1380,10/26/2012,322
1381,10/27/2012,166
1382,10/28/2012,154
1383,10/29/2012,492
1384,10/30/2012,347
1385,10/31/2012,384
1386,11/01/2012,353
1387,11/02/2012,410
1388,11/03/2012,210
1389,11/04/2012,145
1390,11/05/2012,449
1391,11/06/2012,303
1392,11/07/2012,377
1393,11/08/2012,348
1394,11/09/2012,350
1395,11/10/2012,198
1396,11/11/2012,137
1397,11/12/2012,434
1398,11/13/2012,382
1399,11/14/2012,416
1400,11/15/2012,334
1401,11/16/2012,316
1402,11/17/2012,154
1403,11/18/2012,122
1404,11/19/2012,454
1405,11/20/2012,418
1406,11/21/2012,358
1407,11/23/2012,371
1408,11/24/2012,166
1409,11/25/2012,205
1410,11/26/2012,523
1411,11/27/2012,372
1412,11/28/2012,434
1413,11/29/2012,445
1414,11/30/2012,393
1415,12/01/2012,171
1416,12/02/2012,151
1417,12/03/2012,559
1418,12/04/2012,390
1419,12/05/2012,315
1420,12/06/2012,357
1421,12/07/2012,403
1422,12/08/2012,146
1423,12/09/2012,90
1424,12/10/2012,447
1425,12/11/2012,408
1426,12/12/2012,412
1427,12/13/2012,385
1428,12/14/2012,317
1429,12/15/2012,138
1430,12/16/2012,138
1431,12/17/2012,479
1432,12/18/2012,450
1433,12/19/2012,429
1434,12/20/2012,335
1435,12/21/2012,411
1436,12/22/2012,155
1437,12/23/2012,136
1438,12/24/2012,201
1439,12/26/2012,552
1440,12/27/2012,476
1441,12/28/2012,450
1442,12/29/2012,241
1443,12/30/2012,213
1444,12/31/2012,413
1445,01/02/2013,588
1446,01/03/2013,387
1447,01/04/2013,456
1448,01/05/2013,168
1449,01/06/2013,151
1450,01/07/2013,492
1451,01/08/2013,435
1452,01/09/2013,391
1453,01/10/2013,341
1454,01/11/2013,328
1455,01/12/2013,206
1456,01/13/2013,191
1457,01/14/2013,414
1458,01/15/2013,317
1459,01/16/2013,403
1460,01/17/2013,345
1461,01/18/2013,347
1462,01/19/2013,156
1463,01/20/2013,141
1464,01/21/2013,409
1465,01/22/2013,384
1466,01/23/2013,322
1467,01/24/2013,353
1468,01/25/2013,351
1469,01/26/2013,165
1470,01/27/2013,140
1471,01/28/2013,510
1472,01/29/2013,354
1473,01/30/2013,308
1474,01/31/2013,348
1475,02/01/2013,393
1476,02/02/2013,174
1477,02/03/2013,139
1478,02/04/2013,516
1479,02/05/2013,359
1480,02/06/2013,354
1481,02/07/2013,355
1482,02/08/2013,338
1483,02/09/2013,182
1484,02/10/2013,139
1485,02/11/2013,450
1486,02/12/2013,365
1487,02/13/2013,364
1488,02/14/2013,310
1489,02/15/2013,350
1490,02/16/2013,149
1491,02/17/2013,146
1492,02/18/2013,473
1493,02/19/2013,339
1494,02/20/2013,387
1495,02/21/2013,334
1496,02/22/2013,285
1497,02/23/2013,140
1498,02/24/2013,135
1499,02/25/2013,528
1500,02/26/2013,403
1501,02/27/2013,413
1502,02/28/2013,345
1503,03/01/2013,321
1504,03/02/2013,197
1505,03/03/2013,184
1506,03/04/2013,466
1507,03/05/2013,290
1508,03/06/2013,415
1509,03/07/2013,367
1510,03/08/2013,324
1511,03/09/2013,184
1512,03/10/2013,154
1513,03/11/2013,388
1514,03/12/2013,439
1515,03/13/2013,429
1516,03/14/2013,347
1517,03/15/2013,360
1518,03/16/2013,149
1519,03/17/2013,114
1520,03/18/2013,467
1521,03/19/2013,373
1522,03/20/2013,338
1523,03/21/2013,351
1524,03/22/2013,336
1525,03/23/2013,174
1526,03/24/2013,184
1527,03/25/2013,417
1528,03/26/2013,350
1529,03/27/2013,337
1530,03/28/2013,319
1531,03/29/2013,371
1532,03/30/2013,159
1533,04/01/2013,501
1534,04/02/2013,358
1535,04/03/2013,361
1536,04/04/2013,358
1537,04/05/2013,416
1538,04/06/2013,190
1539,04/07/2013,136
1540,04/08/2013,413
1541,04/09/2013,318
1542,04/10/2013,332
1543,04/11/2013,364
1544,04/12/2013,371
1545,04/13/2013,173
1546,04/14/2013,126
1547,04/15/2013,518
1548,04/16/2013,358
1549,04/17/2013,328
1550,04/18/2013,340
1551,04/19/2013,362
1552,04/20/2013,178
1553,04/21/2013,172
1554,04/22/2013,465
1555,04/23/2013,380
1556,04/24/2013,307
1557,04/25/2013,330
1558,04/26/2013,334
1559,04/27/2013,144
1560,04/28/2013,120
1561,04/29/2013,472
1562,04/30/2013,373
1563,05/01/2013,365
1564,05/02/2013,298
1565,05/03/2013,400
1566,05/04/2013,213
1567,05/05/2013,177
1568,05/06/2013,526
1569,05/07/2013,315
1570,05/08/2013,260
1571,05/09/2013,362
1572,05/10/2013,329
1573,05/11/2013,128
1574,05/12/2013,132
1575,05/13/2013,474
1576,05/14/2013,336
1577,05/15/2013,400
1578,05/16/2013,314
1579,05/17/2013,309
1580,05/18/2013,164
1581,05/19/2013,130
1582,05/20/2013,459
1583,05/21/2013,395
1584,05/22/2013,386
1585,05/23/2013,358
1586,05/24/2013,311
1587,05/25/2013,153
1588,05/26/2013,131
1589,05/27/2013,116
1590,05/28/2013,472
1591,05/29/2013,439
1592,05/30/2013,342
1593,05/31/2013,359
1594,06/01/2013,207
1595,06/02/2013,110
1596,06/03/2013,521
1597,06/04/2013,439
1598,06/05/2013,330
1599,06/06/2013,417
1600,06/07/2013,321
1601,06/08/2013,159
1602,06/09/2013,146
1603,06/10/2013,435
1604,06/11/2013,365
1605,06/12/2013,380
1606,06/13/2013,300
1607,06/14/2013,333
1608,06/15/2013,142
1609,06/16/2013,156
1610,06/17/2013,471
1611,06/18/2013,347
1612,06/19/2013,340
1613,06/20/2013,330
1614,06/21/2013,344
1615,06/22/2013,172
1616,06/23/2013,138
1617,06/24/2013,436
1618,06/25/2013,341
1619,06/26/2013,365
1620,06/27/2013,407
1621,06/28/2013,370
1622,06/29/2013,204
1623,06/30/2013,171
1624,07/01/2013,498
1625,07/02/2013,327
1626,07/03/2013,351
1627,07/04/2013,72
1628,07/05/2013,366
1629,07/06/2013,181
1630,07/07/2013,116
1631,07/08/2013,467
1632,07/09/2013,366
1633,07/10/2013,346
1634,07/11/2013,349
1635,07/12/2013,290
1636,07/13/2013,189
1637,07/14/2013,140
1638,07/15/2013,450
1639,07/16/2013,350
1640,07/17/2013,330
1641,07/18/2013,342
1642,07/19/2013,333
1643,07/20/2013,132
1644,07/21/2013,149
1645,07/22/2013,480
1646,07/23/2013,384
1647,07/24/2013,364
1648,07/25/2013,344
1649,07/26/2013,338
1650,07/27/2013,99
1651,07/28/2013,141
1652,07/29/2013,425
1653,07/30/2013,373
1654,07/31/2013,318
1655,08/01/2013,360
1656,08/02/2013,305
1657,08/03/2013,156
1658,08/04/2013,114
1659,08/05/2013,484
1660,08/06/2013,366
1661,08/07/2013,347
1662,08/08/2013,335
1663,08/09/2013,333
1664,08/10/2013,140
1665,08/11/2013,148
1666,08/12/2013,436
1667,08/13/2013,337
1668,08/14/2013,341
1669,08/15/2013,348
1670,08/16/2013,338
1671,08/17/2013,144
1672,08/18/2013,146
1673,08/19/2013,399
1674,08/20/2013,373
1675,08/21/2013,330
1676,08/22/2013,301
1677,08/23/2013,324
1678,08/24/2013,145
1679,08/25/2013,121
1680,08/26/2013,471
1681,08/27/2013,362
1682,08/28/2013,373
1683,08/29/2013,352
1684,08/30/2013,319
1685,08/31/2013,158
1686,09/01/2013,161
1687,09/02/2013,159
1688,09/03/2013,484
1689,09/04/2013,389
1690,09/05/2013,352
1691,09/06/2013,371
1692,09/07/2013,118
1693,09/08/2013,114
1694,09/09/2013,502
1695,09/10/2013,340
1696,09/11/2013,284
1697,09/12/2013,275
1698,09/13/2013,382
1699,09/14/2013,160
1700,09/15/2013,149
1701,09/16/2013,457
1702,09/17/2013,372
1703,09/18/2013,301
1704,09/19/2013,342
1705,09/20/2013,309
1706,09/21/2013,174
1707,09/22/2013,130
1708,09/23/2013,445
1709,09/24/2013,333
1710,09/25/2013,335
1711,09/26/2013,338
1712,09/27/2013,304
1713,09/28/2013,148
1714,09/29/2013,142
1715,09/30/2013,522
1716,10/01/2013,350
1717,10/02/2013,304
1718,10/03/2013,345
1719,10/04/2013,362
1720,10/05/2013,174
1721,10/06/2013,127
1722,10/07/2013,443
1723,10/08/2013,364
1724,10/09/2013,363
1725,10/10/2013,344
1726,10/11/2013,386
1727,10/12/2013,162
1728,10/13/2013,136
1729,10/14/2013,453
1730,10/15/2013,329
1731,10/16/2013,328
1732,10/17/2013,356
1733,10/18/2013,355
1734,10/19/2013,184
1735,10/20/2013,150
1736,10/21/2013,513
1737,10/22/2013,351
1738,10/23/2013,311
1739,10/24/2013,306
1740,10/25/2013,359
1741,10/26/2013,138
1742,10/27/2013,114
1743,10/28/2013,447
1744,10/29/2013,365
1745,10/30/2013,302
1746,10/31/2013,321
1747,11/01/2013,395
1748,11/02/2013,166
1749,11/03/2013,140
1750,11/04/2013,493
1751,11/05/2013,362
1752,11/06/2013,342
1753,11/07/2013,313
1754,11/08/2013,375
1755,11/09/2013,186
1756,11/10/2013,123
1757,11/11/2013,421
1758,11/12/2013,374
1759,11/13/2013,334
1760,11/14/2013,332
1761,11/15/2013,342
1762,11/16/2013,135
1763,11/17/2013,156
1764,11/18/2013,468
1765,11/19/2013,403
1766,11/20/2013,326
1767,11/21/2013,394
1768,11/22/2013,346
1769,11/23/2013,153
1770,11/24/2013,129
1771,11/25/2013,458
1772,11/26/2013,447
1773,11/27/2013,353
1774,11/29/2013,354
1775,11/30/2013,169
1776,12/01/2013,137
1777,12/02/2013,500
1778,12/03/2013,379
1779,12/04/2013,341
1780,12/05/2013,377
1781,12/06/2013,328
1782,12/07/2013,161
1783,12/08/2013,113
1784,12/09/2013,473
1785,12/10/2013,336
1786,12/11/2013,379
1787,12/12/2013,340
1788,12/13/2013,407
1789,12/14/2013,151
1790,12/15/2013,143
1791,12/16/2013,422
1792,12/17/2013,349
1793,12/18/2013,324
1794,12/19/2013,343
1795,12/20/2013,417
1796,12/21/2013,177
1797,12/22/2013,184
1798,12/23/2013,440
1799,12/24/2013,158
1800,12/26/2013,443
1801,12/27/2013,386
1802,12/28/2013,166
1803,12/29/2013,186
1804,12/30/2013,520
1805,12/31/2013,361
1806,01/02/2014,548
1807,01/03/2014,347
1808,01/04/2014,221
1809,01/05/2014,144
1810,01/06/2014,393
1811,01/07/2014,387
1812,01/08/2014,369
1813,01/09/2014,341
1814,01/10/2014,329
1815,01/11/2014,127
1816,01/12/2014,151
1817,01/13/2014,475
1818,01/14/2014,377
1819,01/15/2014,356
1820,01/16/2014,304
1821,01/17/2014,354
1822,01/18/2014,158
1823,01/19/2014,115
1824,01/20/2014,428
1825,01/21/2014,337
1826,01/22/2014,338
1827,01/23/2014,367
1828,01/24/2014,376
1829,01/25/2014,151
1830,01/26/2014,117
1831,01/27/2014,403
1832,01/28/2014,324
1833,01/29/2014,386
1834,01/30/2014,312
1835,01/31/2014,330
1836,02/01/2014,158
1837,02/02/2014,178
1838,02/03/2014,445
1839,02/04/2014,375
1840,02/05/2014,317
1841,02/06/2014,299
1842,02/07/2014,319
1843,02/08/2014,171
1844,02/09/2014,126
1845,02/10/2014,418
1846,02/11/2014,366
1847,02/12/2014,406
1848,02/13/2014,388
1849,02/14/2014,338
1850,02/15/2014,164
1851,02/16/2014,145
1852,02/17/2014,349
1853,02/18/2014,324
1854,02/19/2014,338
1855,02/20/2014,237
1856,02/21/2014,303
1857,02/22/2014,169
1858,02/23/2014,137
1859,02/24/2014,445
1860,02/25/2014,367
1861,02/26/2014,303
1862,02/27/2014,300
1863,02/28/2014,350
1864,03/01/2014,169
1865,03/02/2014,135
1866,03/03/2014,486
1867,03/04/2014,359
1868,03/05/2014,318
1869,03/06/2014,307
1870,03/07/2014,322
1871,03/08/2014,138
1872,03/09/2014,128
1873,03/10/2014,458
1874,03/11/2014,343
1875,03/12/2014,347
1876,03/13/2014,321
1877,03/14/2014,352
1878,03/15/2014,155
1879,03/16/2014,172
1880,03/17/2014,397
1881,03/18/2014,284
1882,03/19/2014,258
1883,03/20/2014,308
1884,03/21/2014,290
1885,03/22/2014,135
1886,03/23/2014,143
1887,03/24/2014,468
1888,03/25/2014,347
1889,03/26/2014,289
1890,03/27/2014,272
1891,03/28/2014,294
1892,03/29/2014,156
1893,03/30/2014,151
1894,03/31/2014,400
1895,04/01/2014,372
1896,04/02/2014,365
1897,04/03/2014,298
1898,04/04/2014,258
1899,04/05/2014,173
1900,04/06/2014,139
1901,04/07/2014,459
1902,04/08/2014,364
1903,04/09/2014,345
1904,04/10/2014,323
1905,04/11/2014,303
1906,04/12/2014,121
1907,04/13/2014,132
1908,04/14/2014,441
1909,04/15/2014,325
1910,04/16/2014,351
1911,04/17/2014,345
1912,04/18/2014,296
1913,04/19/2014,176
1914,04/21/2014,534
1915,04/22/2014,306
1916,04/23/2014,276
1917,04/24/2014,308
1918,04/25/2014,361
1919,04/26/2014,149
1920,04/27/2014,152
1921,04/28/2014,403
1922,04/29/2014,328
1923,04/30/2014,319
1924,05/01/2014,397
1925,05/02/2014,377
1926,05/03/2014,132
1927,05/04/2014,117
1928,05/05/2014,429
1929,05/06/2014,352
1930,05/07/2014,333
1931,05/08/2014,342
1932,05/09/2014,289
1933,05/10/2014,155
1934,05/11/2014,156
1935,05/12/2014,382
1936,05/13/2014,347
1937,05/14/2014,308
1938,05/15/2014,288
1939,05/16/2014,328
1940,05/17/2014,115
1941,05/18/2014,139
1942,05/19/2014,375
1943,05/20/2014,336
1944,05/21/2014,355
1945,05/22/2014,303
1946,05/23/2014,345
1947,05/24/2014,119
1948,05/25/2014,107
1949,05/26/2014,59
1950,05/27/2014,509
1951,05/28/2014,328
1952,05/29/2014,321
1953,05/30/2014,316
1954,05/31/2014,123
1955,06/01/2014,154
1956,06/02/2014,412
1957,06/03/2014,409
1958,06/04/2014,386
1959,06/05/2014,335
1960,06/06/2014,297
1961,06/07/2014,112
1962,06/08/2014,117
1963,06/09/2014,438
1964,06/10/2014,300
1965,06/11/2014,313
1966,06/12/2014,307
1967,06/13/2014,260
1968,06/14/2014,123
1969,06/15/2014,110
1970,06/16/2014,408
1971,06/17/2014,329
1972,06/18/2014,249
1973,06/19/2014,301
1974,06/20/2014,284
1975,06/21/2014,151
1976,06/22/2014,98
1977,06/23/2014,417
1978,06/24/2014,335
1979,06/25/2014,300
1980,06/26/2014,300
1981,06/27/2014,341
1982,06/28/2014,138
1983,06/29/2014,92
1984,06/30/2014,418
1985,07/01/2014,401
1986,07/02/2014,299
1987,07/03/2014,332
1988,07/04/2014,57
1989,07/05/2014,146
1990,07/06/2014,126
1991,07/07/2014,443
1992,07/08/2014,333
1993,07/09/2014,363
1994,07/10/2014,269
1995,07/11/2014,297
1996,07/12/2014,165
1997,07/13/2014,104
1998,07/14/2014,416
1999,07/15/2014,324
2000,07/16/2014,289
2001,07/17/2014,313
2002,07/18/2014,269
2003,07/19/2014,127
2004,07/20/2014,139
2005,07/21/2014,330
2006,07/22/2014,295
2007,07/23/2014,288
2008,07/24/2014,322
2009,07/25/2014,372
2010,07/26/2014,144
2011,07/27/2014,144
2012,07/28/2014,373
2013,07/29/2014,313
2014,07/30/2014,314
2015,07/31/2014,341
2016,08/01/2014,345
2017,08/02/2014,128
2018,08/03/2014,106
2019,08/04/2014,385
2020,08/05/2014,332
2021,08/06/2014,338
2022,08/07/2014,320
2023,08/08/2014,321
2024,08/09/2014,146
2025,08/10/2014,121
2026,08/11/2014,347
2027,08/12/2014,326
2028,08/13/2014,383
2029,08/14/2014,257
2030,08/15/2014,255
2031,08/16/2014,121
2032,08/17/2014,137
2033,08/18/2014,381
2034,08/19/2014,340
2035,08/20/2014,355
2036,08/21/2014,291
2037,08/22/2014,304
2038,08/23/2014,146
2039,08/24/2014,135
2040,08/25/2014,416
2041,08/26/2014,374
2042,08/27/2014,333
2043,08/28/2014,292
2044,08/29/2014,284
2045,08/30/2014,130
2046,08/31/2014,136
2047,09/01/2014,105
2048,09/02/2014,478
2049,09/03/2014,381
2050,09/04/2014,375
2051,09/05/2014,272
2052,09/06/2014,131
2053,09/07/2014,153
2054,09/08/2014,452
2055,09/09/2014,340
2056,09/10/2014,318
2057,09/11/2014,288
2058,09/12/2014,313
2059,09/13/2014,147
2060,09/14/2014,101
2061,09/15/2014,386
2062,09/16/2014,342
2063,09/17/2014,352
2064,09/18/2014,317
2065,09/19/2014,266
2066,09/20/2014,108
2067,09/21/2014,88
2068,09/22/2014,397
2069,09/23/2014,281
2070,09/24/2014,332
2071,09/25/2014,335
2072,09/26/2014,281
2073,09/27/2014,116
2074,09/28/2014,104
2075,09/29/2014,455
2076,09/30/2014,331
2077,10/01/2014,308
2078,10/02/2014,297
2079,10/03/2014,345
2080,10/04/2014,143
2081,10/05/2014,122
2082,10/06/2014,365
2083,10/07/2014,336
2084,10/08/2014,325
2085,10/09/2014,303
2086,10/10/2014,337
2087,10/11/2014,137
2088,10/12/2014,121
2089,10/13/2014,456
2090,10/14/2014,305
2091,10/15/2014,311
2092,10/16/2014,312
2093,10/17/2014,288
2094,10/18/2014,144
2095,10/19/2014,134
2096,10/20/2014,382
2097,10/21/2014,307
2098,10/22/2014,285
2099,10/23/2014,335
2100,10/24/2014,342
2101,10/25/2014,112
2102,10/26/2014,93
2103,10/27/2014,383
2104,10/28/2014,341
2105,10/29/2014,274
2106,10/30/2014,337
2107,10/31/2014,305
2108,11/01/2014,127
2109,11/02/2014,135
2110,11/03/2014,408
2111,11/04/2014,353
2112,11/05/2014,305
2113,11/06/2014,297
2114,11/07/2014,306
2115,11/08/2014,137
2116,11/09/2014,152
2117,11/10/2014,430
2118,11/11/2014,345
2119,11/12/2014,283
2120,11/13/2014,265
2121,11/14/2014,311
2122,11/15/2014,177
2123,11/16/2014,96
2124,11/17/2014,388
2125,11/18/2014,328
2126,11/19/2014,301
2127,11/20/2014,278
2128,11/21/2014,354
2129,11/22/2014,133
2130,11/23/2014,134
2131,11/24/2014,440
2132,11/25/2014,359
2133,11/26/2014,338
2134,11/28/2014,318
2135,11/29/2014,142
2136,11/30/2014,169
2137,12/01/2014,470
2138,12/02/2014,352
2139,12/03/2014,393
2140,12/04/2014,340
2141,12/05/2014,358
2142,12/06/2014,123
2143,12/07/2014,193
2144,12/08/2014,392
2145,12/09/2014,366
2146,12/10/2014,300
2147,12/11/2014,355
2148,12/12/2014,306
2149,12/13/2014,149
2150,12/14/2014,86
2151,12/15/2014,370
2152,12/16/2014,335
2153,12/17/2014,322
2154,12/18/2014,356
2155,12/19/2014,357
2156,12/20/2014,164
2157,12/21/2014,150
2158,12/22/2014,488
2159,12/23/2014,370
2160,12/24/2014,142
2161,12/26/2014,365
2162,12/27/2014,129
2163,12/28/2014,173
2164,12/29/2014,462
2165,12/30/2014,411
2166,12/31/2014,353
2167,01/02/2015,449
2168,01/03/2015,151
2169,01/04/2015,126
2170,01/05/2015,427
2171,01/06/2015,380
2172,01/07/2015,314
2173,01/08/2015,279
2174,01/09/2015,369
2175,01/10/2015,176
2176,01/11/2015,109
2177,01/12/2015,389
2178,01/13/2015,305
2179,01/14/2015,311
2180,01/15/2015,268
2181,01/16/2015,336
2182,01/17/2015,128
2183,01/18/2015,128
2184,01/19/2015,434
2185,01/20/2015,286
2186,01/21/2015,330
2187,01/22/2015,285
2188,01/23/2015,300
2189,01/24/2015,147
2190,01/25/2015,115
2191,01/26/2015,397
2192,01/27/2015,329
2193,01/28/2015,292
2194,01/29/2015,267
2195,01/30/2015,299
2196,01/31/2015,126
2197,02/01/2015,113
2198,02/02/2015,426
2199,02/03/2015,306
2200,02/04/2015,283
2201,02/05/2015,296
2202,02/06/2015,333
2203,02/07/2015,148
2204,02/08/2015,120
2205,02/09/2015,431
2206,02/10/2015,354
2207,02/11/2015,328
2208,02/12/2015,319
2209,02/13/2015,327
2210,02/14/2015,136
2211,02/15/2015,133
2212,02/16/2015,442
2213,02/17/2015,325
2214,02/18/2015,348
2215,02/19/2015,322
2216,02/20/2015,294
2217,02/21/2015,133
2218,02/22/2015,111
2219,02/23/2015,389
2220,02/24/2015,300
2221,02/25/2015,296
2222,02/26/2015,315
2223,02/27/2015,326
2224,02/28/2015,141
2225,03/01/2015,132
2226,03/02/2015,433
2227,03/03/2015,366
2228,03/04/2015,335
2229,03/05/2015,298
2230,03/06/2015,332
2231,03/07/2015,135
2232,03/08/2015,122
2233,03/09/2015,346
2234,03/10/2015,307
2235,03/11/2015,361
2236,03/12/2015,291
2237,03/13/2015,317
2238,03/14/2015,135
2239,03/15/2015,98
2240,03/16/2015,364
2241,03/17/2015,381
2242,03/18/2015,330
2243,03/19/2015,310
2244,03/20/2015,322
2245,03/21/2015,142
2246,03/22/2015,161
2247,03/23/2015,343
2248,03/24/2015,326
2249,03/25/2015,317
2250,03/26/2015,334
2251,03/27/2015,288
2252,03/28/2015,153
2253,03/29/2015,101
2254,03/30/2015,392
2255,03/31/2015,293
2256,04/01/2015,337
2257,04/02/2015,297
2258,04/03/2015,449
2259,04/04/2015,120
2260,04/05/2015,64
2261,04/06/2015,407
2262,04/07/2015,317
2263,04/08/2015,323
2264,04/09/2015,304
2265,04/10/2015,349
2266,04/11/2015,118
2267,04/12/2015,133
2268,04/13/2015,367
2269,04/14/2015,382
2270,04/15/2015,290
2271,04/16/2015,304
2272,04/17/2015,249
2273,04/18/2015,146
2274,04/19/2015,130
2275,04/20/2015,431
2276,04/21/2015,317
2277,04/22/2015,312
2278,04/23/2015,328
2279,04/24/2015,297
2280,04/25/2015,123
2281,04/26/2015,102
2282,04/27/2015,400
2283,04/28/2015,332
2284,04/29/2015,273
2285,04/30/2015,365
2286,05/01/2015,343
2287,05/02/2015,132
2288,05/03/2015,127
2289,05/04/2015,386
2290,05/05/2015,402
2291,05/06/2015,290
2292,05/07/2015,325
2293,05/08/2015,296
2294,05/09/2015,148
2295,05/10/2015,112
2296,05/11/2015,385
2297,05/12/2015,364
2298,05/13/2015,263
2299,05/14/2015,293
2300,05/15/2015,267
2301,05/16/2015,110
2302,05/17/2015,113
2303,05/18/2015,413
2304,05/19/2015,286
2305,05/20/2015,319
2306,05/21/2015,317
2307,05/22/2015,343
2308,05/23/2015,135
2309,05/24/2015,102
2310,05/25/2015,80
2311,05/26/2015,459
2312,05/27/2015,282
2313,05/28/2015,334
2314,05/29/2015,336
2315,05/30/2015,147
2316,05/31/2015,149
2317,06/01/2015,425
2318,06/02/2015,342
2319,06/03/2015,294
2320,06/04/2015,319
2321,06/05/2015,297
2322,06/06/2015,101
2323,06/07/2015,96
2324,06/08/2015,363
2325,06/09/2015,269
2326,06/10/2015,327
2327,06/11/2015,273
2328,06/12/2015,374
2329,06/13/2015,121
2330,06/14/2015,117
2331,06/15/2015,362
2332,06/16/2015,301
2333,06/17/2015,263
2334,06/18/2015,302
2335,06/19/2015,252
2336,06/20/2015,154
2337,06/21/2015,96
2338,06/22/2015,359
2339,06/23/2015,293
2340,06/24/2015,281
2341,06/25/2015,296
2342,06/26/2015,276
2343,06/27/2015,119
2344,06/28/2015,114
2345,06/29/2015,371
2346,06/30/2015,340
2347,07/01/2015,343
2348,07/02/2015,326
2349,07/03/2015,110
2350,07/04/2015,76
2351,07/05/2015,115
2352,07/06/2015,390
2353,07/07/2015,355
2354,07/08/2015,326
2355,07/09/2015,284
2356,07/10/2015,272
2357,07/11/2015,120
2358,07/12/2015,135
2359,07/13/2015,382
2360,07/14/2015,275
2361,07/15/2015,328
2362,07/16/2015,327
2363,07/17/2015,281
2364,07/18/2015,80
2365,07/19/2015,125
2366,07/20/2015,307
2367,07/21/2015,314
2368,07/22/2015,313
2369,07/23/2015,261
2370,07/24/2015,265
2371,07/25/2015,139
2372,07/26/2015,162
2373,07/27/2015,375
2374,07/28/2015,272
2375,07/29/2015,255
2376,07/30/2015,297
2377,07/31/2015,317
2378,08/01/2015,96
2379,08/02/2015,93
2380,08/03/2015,441
2381,08/04/2015,344
2382,08/05/2015,254
2383,08/06/2015,299
2384,08/07/2015,280
2385,08/08/2015,101
2386,08/09/2015,126
2387,08/10/2015,365
2388,08/11/2015,305
2389,08/12/2015,292
2390,08/13/2015,294
2391,08/14/2015,292
2392,08/15/2015,103
2393,08/16/2015,141
2394,08/17/2015,344
2395,08/18/2015,276
2396,08/19/2015,276
2397,08/20/2015,287
2398,08/21/2015,260
2399,08/22/2015,145
2400,08/23/2015,117
2401,08/24/2015,370
2402,08/25/2015,324
2403,08/26/2015,363
2404,08/27/2015,274
2405,08/28/2015,319
2406,08/29/2015,146
2407,08/30/2015,108
2408,08/31/2015,344
2409,09/01/2015,344
2410,09/02/2015,274
